4016508697171631|02|2025|126
4016523198592367|05|2023|299
4016560626007352|06|2023|064
4016547391170408|09|2028|741
4016525285553434|05|2022|809
4016592515087005|02|2024|745
4016576659917515|07|2023|298
4016514122876638|09|2025|410
4016534907596623|12|2021|394
4016580780187410|03|2027|818
4016522485453010|10|2026|256
4016570249263084|07|2028|259
4016500288374526|06|2022|935
4016537582206442|06|2027|464
4016545979537865|12|2024|994
4016505232516189|07|2022|151
4016540321080433|06|2027|926
4016576190164460|12|2023|185
4016513668386945|07|2021|382
4016511010299717|12|2028|963
4016507143064374|07|2025|868
4016566520063938|04|2029|267
4016536336839490|08|2023|741
4016599682926220|04|2025|049
4016561597068050|04|2027|245
4016510098477377|09|2025|185
4016530753126077|12|2022|060
4016543744059604|03|2024|683
4016510293026581|06|2027|917
4016534579365596|11|2026|260
4016577257580101|09|2028|496
4016599666116640|01|2024|163
4016585653831432|03|2025|438
4016555395742031|04|2021|049
4016504984040787|06|2025|834
4016554784767568|02|2021|526
4016535882769531|11|2022|600
4016577714810414|07|2029|319
4016557933861778|03|2022|645
4016575504294500|08|2026|115
4016521482453155|11|2022|053
4016545291250726|12|2021|354
4016573974676322|06|2023|442
4016507244005177|03|2023|059
4016559562857978|11|2026|148
4016582979498350|02|2025|184
4016585816686673|12|2028|949
4016538153789246|02|2025|086
4016595566485077|06|2025|486
4016503478053850|04|2025|912
4016563796913755|03|2028|878
4016596458914364|09|2028|156
4016522191270468|05|2024|127
4016592469786222|03|2028|896
4016520077349786|10|2028|129
4016588924758715|12|2029|584
4016558337871991|08|2023|721
4016554979326493|11|2026|238
4016537303507177|05|2028|798
4016501126281964|10|2028|502
4016563796913755|03|2028|878
4016596458914364|09|2028|156
4016522191270468|05|2024|127
4016592469786222|03|2028|896
4016520077349786|10|2028|129
4016588924758715|12|2029|584
4016558337871991|08|2023|721
4016554979326493|11|2026|238
4016537303507177|05|2028|798
4016501126281964|10|2028|5024016563796913755|03|2028|878
4016596458914364|09|2028|156
4016522191270468|05|2024|127
4016592469786222|03|2028|896
4016520077349786|10|2028|129
4016588924758715|12|2029|584
4016558337871991|08|2023|721
4016554979326493|11|2026|238
4016537303507177|05|2028|798
4016501126281964|10|2028|502
4016522595218667|12|2028|007
4016516384008701|06|2026|563
4016548608306041|11|2024|586
4016557101536376|09|2029|926
4016585437588167|02|2026|939
4016540799596860|12|2029|881
4016517225925921|04|2026|145
4016590786431365|04|2024|633
4016518546799698|12|2023|352
4016506950927079|06|2028|101
4016573737555151|05|2026|388
4016516984059294|07|2021|522
4016592829696145|06|2021|340
4016570850374998|04|2027|418
4016558330276479|11|2021|366
4016504638210653|05|2025|388
4016534865508982|10|2025|315
4016514159021769|12|2027|194
4016541402287657|07|2028|468
4016503012738446|06|2027|837
4016569070442544|09|2021|501
4016592420245128|06|2025|339
4016526338182098|12|2022|229
4016592678619578|06|2022|067
4016552212235760|08|2026|838
4016507314731686|01|2028|555
4016584845646154|07|2028|106
4016504449092217|06|2026|990
4016540264521807|07|2024|844
4016575579944864|08|2027|491
